22 0.05
0.025	0.361
0.075	0.391
0.125	0.419
0.175	0.430
0.225	0.427
0.275	0.426
0.325	0.414
0.375	0.403
0.425	0.391
0.475	0.379
0.525	0.366
0.575	0.355
0.625	0.346
0.675	0.338
0.725	0.336
0.775	0.330
0.825	0.324
0.875	0.321
0.925	0.317
0.975	0.323
1.025	0.321
1.075	0.316

