-2   0.168464000
2   0.168464000
6   0.169337000
10  0.171271000
14  0.174057000
18  0.177759000
22  0.182133000
26  0.187200000
30  0.192877000
34  0.198934000
38  0.205254000
42  0.211773000
46  0.218252000
50  0.224652000
54  0.230754000
58  0.236547000
62  0.241710000
66  0.246273000
70  0.250189000
74  0.253290000
78  0.255517000
82  0.256841000
86  0.257133000
90  0.256520000
94  0.254916000
98  0.252312000
102 0.248923000
106 0.244358000
110 0.239164000
114 0.233130000
118 0.226454000
122 0.219005000
126 0.211123000
130 0.202695000
134 0.193928000
138 0.184934000
142 0.175776000
146 0.166591000
150 0.157312000
154 0.148112000
158 0.138949000
162 0.130042000
166 0.121405000
170 0.112961000
174 0.104829000
178 0.097002800
182 0.089575600
186 0.082597200
190 0.076019500
194 0.069879200
198 0.064403100
202 0.059594100
206 0.055234100
210 0.051135000
214 0.047420800
218 0.044090200
222 0.041082300
226 0.038192900
230 0.035543700
234 0.033033800
238 0.030583000
242 0.028244600
246 0.025896700
250 0.023505800
254 0.021051600
258 0.018469400
262 0.015734300
266 0.014563500
270 0.013055200
274 0.011682500
278 0.010482200
282 0.009401590
286 0.008452760
290 0.007600970
294 0.006855500
298 0.006197050
302 0.005617940
306 0.005109070
310 0.004664620
314 0.004274780
318 0.003935890
322 0.003639030
326 0.003378900
330 0.003146760
334 0.002937340
338 0.002751990
342 0.002587180
346 0.002441520
350 0.002310540
354 0.002193820
358 0.002085940
362 0.001988150
366 0.001899250
370 0.001817300
374 0.001742560
378 0.001673040
382 0.001607900
386 0.001545130
390 0.001486110
394 0.001430490
398 0.001378200
402 0.001315880
406 0.001272730
410 0.001233580
414 0.001196250
418 0.001161300
422 0.001128430
426 0.001096170
430 0.001065080
434 0.001034140
438 0.001002120
442 0.000970797
446 0.000939911
450 0.000910173
454 0.000880670
458 0.000851904
462 0.000825307
466 0.000799253
470 0.000774141
474 0.000749854
478 0.000726444
482 0.000703806
486 0.000681973
490 0.000660789
494 0.000640423
498 0.000620769
502 0.000601795
506 0.000583468
510 0.000565856
514 0.000548747
518 0.000532239
522 0.000516320
526 0.000492580
530 0.000475153
534 0.000458301
538 0.000441915
542 0.000426057
546 0.000410800
550 0.000395951
554 0.000381608
558 0.000367721
562 0.000354329
566 0.000341262
570 0.000328718
574 0.000316580
578 0.000304856
582 0.000293494
586 0.000282485
590 0.000271853
594 0.000261580
598 0.000251636
602 0.000242028
606 0.000232687
610 0.000223696
614 0.000215042
618 0.000206529
622 0.000198314
626 0.000190369
630 0.000182725
634 0.000175258
638 0.000167940
642 0.000160864
646 0.000153892
650 0.000147212
654 0.000140596
658 0.000133830
662 0.000126937
666 0.000120160
670 0.000113488
674 0.000107056
678 0.000100727
682 9.46215e-005
686 8.87481e-005
690 8.30633e-005
694 7.75879e-005
698 7.23470e-005
702 6.73493e-005
706 6.25877e-005
710 5.83173e-005
714 5.47158e-005
718 5.13589e-005
722 4.82420e-005
726 4.53439e-005
730 4.26690e-005
734 4.01833e-005
738 3.78876e-005
742 3.57623e-005
746 3.37954e-005
750 3.19845e-005
754 3.03045e-005
758 2.87579e-005
762 2.72681e-005
766 2.57027e-005
770 2.42404e-005
774 2.28737e-005
778 2.15885e-005
782 2.03870e-005
786 1.92645e-005
790 1.82164e-005
794 1.69249e-005
798 1.59311e-005
802 1.49912e-005
