0.0214538	0.462912	
0.0376803	0.446429	
0.0579797	0.423077	
0.0862948	0.407967	
0.102513	0.392857	
0.122772	0.376374	
0.143023	0.361264	
0.179467	0.335165	
0.211863	0.311813	
0.248292	0.288462	
0.280655	0.270604	
0.317068	0.25	
0.361536	0.230769	
0.414093	0.207418	
0.450473	0.192308	
0.474723	0.182692	
