0.0646378e3	0.0103337e-38	
0.0929611e3	0.0185789e-38	
0.117293e3	0.0302449e-38	
0.141616e3	0.041226e-38	
0.161883e3	0.0501486e-38	
0.182166e3	0.060441e-38	
0.202433e3	0.0693637e-38	
0.230773e3	0.0789787e-38	
0.251072e3	0.0906409e-38	
0.267299e3	0.0988749e-38	
0.299695e3	0.110548e-38	
0.315897e3	0.116728e-38	
0.344245e3	0.127028e-38	
0.368527e3	0.134584e-38	
0.392818e3	0.142826e-38	
0.42115e3	0.151756e-38	
0.46561e3	0.160701e-38	
0.497974e3	0.169635e-38	
0.530313e3	0.176514e-38	
0.562628e3	0.181338e-38	
0.623193e3	0.188244e-38	
0.679725e3	0.195145e-38	
0.724121e3	0.198611e-38	
0.780613e3	0.202088e-38	
0.853242e3	0.206265e-38	
0.937968e3	0.210453e-38	
1.0146e3	0.211895e-38	
1.07106e3	0.212632e-38	
1.13155e3	0.213373e-38	
1.1759e3	0.213414e-38	
1.24849e3	0.214167e-38	
1.30092e3	0.214901e-38	
1.35737e3	0.214953e-38	
1.40172e3	0.21431e-38	
1.43801e3	0.214343e-38	
1.47833e3	0.214381e-38	
1.51865e3	0.214418e-38	
1.58316e3	0.213794e-38	
1.65574e3	0.213861e-38	
1.72428e3	0.21324e-38	
1.78478e3	0.214666e-38	
1.83315e3	0.213341e-38	
1.92589e3	0.213428e-38	
1.97025e3	0.213469e-38	
