0.0403226e3	0.00275482e-38	
0.0685484e3	0.011708e-38	
0.0846774e3	0.0158402e-38	
0.104839e3	0.023416e-38	
0.125e3	0.030303e-38	
0.145161e3	0.0392562e-38	
0.16129e3	0.0447658e-38	
0.181452e3	0.0544077e-38	
0.197581e3	0.0606061e-38	
0.217742e3	0.0688705e-38	
0.245968e3	0.0819559e-38	
0.282258e3	0.0922865e-38	
0.302419e3	0.100551e-38	
0.334677e3	0.110882e-38	
0.366935e3	0.121212e-38	
0.391129e3	0.128099e-38	
0.427419e3	0.134986e-38	
0.459677e3	0.141873e-38	
0.491935e3	0.148072e-38	
0.53629e3	0.154959e-38	
0.580645e3	0.160468e-38	
0.633065e3	0.165289e-38	
0.693548e3	0.170799e-38	
0.75e3	0.174242e-38	
0.802419e3	0.17562e-38	
0.875e3	0.179063e-38	
0.951613e3	0.179752e-38	
1.03629e3	0.181129e-38	
1.07661e3	0.181818e-38	
1.15323e3	0.182507e-38	
1.21371e3	0.181818e-38	
1.27823e3	0.182507e-38	
1.35887e3	0.181818e-38	
1.44758e3	0.181129e-38	
1.53226e3	0.181129e-38	
1.59274e3	0.180441e-38	
1.68145e3	0.179752e-38	
1.77016e3	0.179063e-38	
1.82661e3	0.179063e-38	
1.89919e3	0.178375e-38	
1.94758e3	0.178375e-38	
1.97177e3	0.178375e-38	
