0.0605649e3	0.0069054e-38	
0.0929285e3	0.0158393e-38	
0.1253e3	0.025458e-38	
0.161729e3	0.0371353e-38	
0.186068e3	0.0494862e-38	
0.210359e3	0.0577277e-38	
0.242788e3	0.0721408e-38	
0.267079e3	0.0803823e-38	
0.291403e3	0.0913634e-38	
0.327831e3	0.103041e-38	
0.360195e3	0.111974e-38	
0.388534e3	0.12159e-38	
0.428954e3	0.129846e-38	
0.46939e3	0.139472e-38	
0.530004e3	0.150487e-38	
0.598666e3	0.16014e-38	
0.64711e3	0.164979e-38	
0.703626e3	0.170511e-38	
0.796433e3	0.176077e-38	
0.865022e3	0.179565e-38	
0.945691e3	0.181695e-38	
1.04249e3	0.183839e-38	
1.10702e3	0.185269e-38	
1.20784e3	0.186048e-38	
1.27235e3	0.186108e-38	
1.35703e3	0.186187e-38	
1.44977e3	0.186273e-38	
1.53848e3	0.186356e-38	
1.61912e3	0.185746e-38	
1.71589e3	0.185836e-38	
1.81266e3	0.185241e-38	
1.90136e3	0.185324e-38	
1.96991e3	0.185388e-38	
