0.0604839e3	0.00619835e-38	
0.100806e3	0.0165289e-38	
0.125e3	0.0241047e-38	
0.153226e3	0.0344353e-38	
0.173387e3	0.0413223e-38	
0.209677e3	0.0516529e-38	
0.221774e3	0.0585399e-38	
0.245968e3	0.0668044e-38	
0.274194e3	0.0743802e-38	
0.298387e3	0.0833333e-38	
0.326613e3	0.0915978e-38	
0.354839e3	0.0977961e-38	
0.383065e3	0.103994e-38	
0.407258e3	0.109504e-38	
0.439516e3	0.115014e-38	
0.459677e3	0.118457e-38	
0.491935e3	0.123967e-38	
0.524194e3	0.128099e-38	
0.576613e3	0.132231e-38	
0.604839e3	0.136364e-38	
0.657258e3	0.140496e-38	
0.701613e3	0.143251e-38	
0.737903e3	0.144628e-38	
0.790323e3	0.147383e-38	
0.858871e3	0.150138e-38	
0.915323e3	0.150826e-38	
0.975806e3	0.151515e-38	
1.04435e3	0.152893e-38	
1.11694e3	0.152893e-38	
1.20161e3	0.152893e-38	
1.26613e3	0.152204e-38	
1.34274e3	0.152204e-38	
1.40726e3	0.152204e-38	
1.46371e3	0.151515e-38	
1.5121e3	0.151515e-38	
1.58468e3	0.150826e-38	
1.66129e3	0.150826e-38	
1.72177e3	0.150826e-38	
1.78629e3	0.149449e-38	
1.88306e3	0.149449e-38	
1.92339e3	0.149449e-38	
1.97177e3	0.149449e-38	
