0.0604839	0.00619835	
0.100806	0.0165289	
0.125	0.0241047	
0.153226	0.0344353	
0.173387	0.0413223	
0.209677	0.0516529	
0.221774	0.0585399	
0.245968	0.0668044	
0.274194	0.0743802	
0.298387	0.0833333	
0.326613	0.0915978	
0.354839	0.0977961	
0.383065	0.103994	
0.407258	0.109504	
0.439516	0.115014	
0.459677	0.118457	
0.491935	0.123967	
0.524194	0.128099	
0.576613	0.132231	
0.604839	0.136364	
0.657258	0.140496	
0.701613	0.143251	
0.737903	0.144628	
0.790323	0.147383	
0.858871	0.150138	
0.915323	0.150826	
0.975806	0.151515	
1.04435	0.152893	
1.11694	0.152893	
1.20161	0.152893	
1.26613	0.152204	
1.34274	0.152204	
1.40726	0.152204	
1.46371	0.151515	
1.5121	0.151515	
1.58468	0.150826	
1.66129	0.150826	
1.72177	0.150826	
1.78629	0.149449	
1.88306	0.149449	
1.92339	0.149449	
1.97177	0.149449	
