0.0605649	0.0069054	
0.0929285	0.0158393	
0.1253	0.025458	
0.161729	0.0371353	
0.186068	0.0494862	
0.210359	0.0577277	
0.242788	0.0721408	
0.267079	0.0803823	
0.291403	0.0913634	
0.327831	0.103041	
0.360195	0.111974	
0.388534	0.12159	
0.428954	0.129846	
0.46939	0.139472	
0.530004	0.150487	
0.598666	0.16014	
0.64711	0.164979	
0.703626	0.170511	
0.796433	0.176077	
0.865022	0.179565	
0.945691	0.181695	
1.04249	0.183839	
1.10702	0.185269	
1.20784	0.186048	
1.27235	0.186108	
1.35703	0.186187	
1.44977	0.186273	
1.53848	0.186356	
1.61912	0.185746	
1.71589	0.185836	
1.81266	0.185241	
1.90136	0.185324	
1.96991	0.185388	
