0.0646378	0.0103337	
0.0929611	0.0185789	
0.117293	0.0302449	
0.141616	0.041226	
0.161883	0.0501486	
0.182166	0.060441	
0.202433	0.0693637	
0.230773	0.0789787	
0.251072	0.0906409	
0.267299	0.0988749	
0.299695	0.110548	
0.315897	0.116728	
0.344245	0.127028	
0.368527	0.134584	
0.392818	0.142826	
0.42115	0.151756	
0.46561	0.160701	
0.497974	0.169635	
0.530313	0.176514	
0.562628	0.181338	
0.623193	0.188244	
0.679725	0.195145	
0.724121	0.198611	
0.780613	0.202088	
0.853242	0.206265	
0.937968	0.210453	
1.0146	0.211895	
1.07106	0.212632	
1.13155	0.213373	
1.1759	0.213414	
1.24849	0.214167	
1.30092	0.214901	
1.35737	0.214953	
1.40172	0.21431	
1.43801	0.214343	
1.47833	0.214381	
1.51865	0.214418	
1.58316	0.213794	
1.65574	0.213861	
1.72428	0.21324	
1.78478	0.214666	
1.83315	0.213341	
1.92589	0.213428	
1.97025	0.213469	
