0.0403226	0.00275482	
0.0685484	0.011708	
0.0846774	0.0158402	
0.104839	0.023416	
0.125	0.030303	
0.145161	0.0392562	
0.16129	0.0447658	
0.181452	0.0544077	
0.197581	0.0606061	
0.217742	0.0688705	
0.245968	0.0819559	
0.282258	0.0922865	
0.302419	0.100551	
0.334677	0.110882	
0.366935	0.121212	
0.391129	0.128099	
0.427419	0.134986	
0.459677	0.141873	
0.491935	0.148072	
0.53629	0.154959	
0.580645	0.160468	
0.633065	0.165289	
0.693548	0.170799	
0.75	0.174242	
0.802419	0.17562	
0.875	0.179063	
0.951613	0.179752	
1.03629	0.181129	
1.07661	0.181818	
1.15323	0.182507	
1.21371	0.181818	
1.27823	0.182507	
1.35887	0.181818	
1.44758	0.181129	
1.53226	0.181129	
1.59274	0.180441	
1.68145	0.179752	
1.77016	0.179063	
1.82661	0.179063	
1.89919	0.178375	
1.94758	0.178375	
1.97177	0.178375	
